    0.666673E+01     0.431109E-03
    0.666700E+01     0.431155E-03
    0.666727E+01     0.431187E-03
    0.666754E+01     0.431233E-03
    0.666781E+01     0.431288E-03
    0.666807E+01     0.431348E-03
    0.666834E+01     0.431409E-03
    0.666861E+01     0.431472E-03
    0.666888E+01     0.431535E-03
    0.666915E+01     0.431601E-03
    0.666941E+01     0.431670E-03
    0.666968E+01     0.431746E-03
    0.666995E+01     0.431831E-03
    0.667022E+01     0.431894E-03
    0.667049E+01     0.431935E-03
    0.667076E+01     0.431984E-03
    0.667102E+01     0.432040E-03
    0.667129E+01     0.432100E-03
    0.667156E+01     0.432161E-03
    0.667183E+01     0.432224E-03
    0.667210E+01     0.432287E-03
    0.667237E+01     0.432351E-03
    0.667263E+01     0.432416E-03
    0.667290E+01     0.432485E-03
    0.667317E+01     0.432557E-03
    0.667344E+01     0.432625E-03
    0.667371E+01     0.432678E-03
    0.667398E+01     0.432733E-03
    0.667425E+01     0.432792E-03
    0.667451E+01     0.432853E-03
    0.667478E+01     0.432915E-03
    0.667505E+01     0.432978E-03
    0.667532E+01     0.433041E-03
    0.667559E+01     0.433104E-03
    0.667586E+01     0.433167E-03
    0.667613E+01     0.433230E-03
    0.667640E+01     0.433293E-03
    0.667666E+01     0.433356E-03
    0.667693E+01     0.433419E-03
    0.667720E+01     0.433483E-03
    0.667747E+01     0.433546E-03
    0.667774E+01     0.433610E-03
    0.667801E+01     0.433673E-03
    0.667828E+01     0.433737E-03
    0.667855E+01     0.433801E-03
    0.667882E+01     0.433866E-03
    0.667908E+01     0.433931E-03
    0.667935E+01     0.433998E-03
    0.667962E+01     0.434070E-03
    0.667989E+01     0.434143E-03
    0.668016E+01     0.434202E-03
    0.668043E+01     0.434256E-03
    0.668070E+01     0.434314E-03
    0.668097E+01     0.434375E-03
    0.668124E+01     0.434438E-03
    0.668151E+01     0.434501E-03
    0.668178E+01     0.434565E-03
    0.668204E+01     0.434631E-03
    0.668231E+01     0.434697E-03
    0.668258E+01     0.434768E-03
    0.668285E+01     0.434846E-03
    0.668312E+01     0.434932E-03
    0.668339E+01     0.434992E-03
    0.668366E+01     0.435034E-03
    0.668393E+01     0.435085E-03
    0.668420E+01     0.435143E-03
    0.668447E+01     0.435205E-03
    0.668474E+01     0.435268E-03
    0.668501E+01     0.435332E-03
    0.668528E+01     0.435398E-03
    0.668555E+01     0.435466E-03
    0.668582E+01     0.435538E-03
    0.668609E+01     0.435622E-03
    0.668636E+01     0.435719E-03
    0.668662E+01     0.435786E-03
    0.668689E+01     0.435817E-03
    0.668716E+01     0.435859E-03
    0.668743E+01     0.435914E-03
    0.668770E+01     0.435974E-03
    0.668797E+01     0.436036E-03
    0.668824E+01     0.436101E-03
    0.668851E+01     0.436167E-03
    0.668878E+01     0.436235E-03
    0.668905E+01     0.436310E-03
    0.668932E+01     0.436398E-03
    0.668959E+01     0.436505E-03
    0.668986E+01     0.436581E-03
    0.669013E+01     0.436603E-03
    0.669040E+01     0.436636E-03
    0.669067E+01     0.436687E-03
    0.669094E+01     0.436745E-03
    0.669121E+01     0.436807E-03
    0.669148E+01     0.436871E-03
    0.669175E+01     0.436937E-03
    0.669202E+01     0.437007E-03
    0.669229E+01     0.437083E-03
    0.669256E+01     0.437174E-03
    0.669283E+01     0.437291E-03
    0.669310E+01     0.437378E-03
    0.669337E+01     0.437391E-03
    0.669364E+01     0.437416E-03
    0.669391E+01     0.437462E-03
    0.669418E+01     0.437518E-03
    0.669445E+01     0.437579E-03
    0.669472E+01     0.437643E-03
    0.669499E+01     0.437710E-03
    0.669526E+01     0.437780E-03
    0.669553E+01     0.437858E-03
    0.669580E+01     0.437953E-03
    0.669607E+01     0.438078E-03
    0.669634E+01     0.438175E-03
    0.669662E+01     0.438181E-03
    0.669689E+01     0.438196E-03
    0.669716E+01     0.438238E-03
    0.669743E+01     0.438293E-03
    0.669770E+01     0.438354E-03
    0.669797E+01     0.438417E-03
    0.669824E+01     0.438484E-03
    0.669851E+01     0.438556E-03
    0.669878E+01     0.438635E-03
    0.669905E+01     0.438733E-03
    0.669932E+01     0.438867E-03
    0.669959E+01     0.438973E-03
    0.669986E+01     0.438970E-03
    0.670013E+01     0.438977E-03
    0.670040E+01     0.439016E-03
    0.670067E+01     0.439070E-03
    0.670094E+01     0.439130E-03
    0.670122E+01     0.439193E-03
    0.670149E+01     0.439261E-03
    0.670176E+01     0.439333E-03
    0.670203E+01     0.439414E-03
    0.670230E+01     0.439516E-03
    0.670257E+01     0.439660E-03
    0.670284E+01     0.439770E-03
    0.670311E+01     0.439758E-03
    0.670338E+01     0.439759E-03
    0.670365E+01     0.439795E-03
    0.670392E+01     0.439848E-03
    0.670420E+01     0.439907E-03
    0.670447E+01     0.439971E-03
    0.670474E+01     0.440039E-03
    0.670501E+01     0.440112E-03
    0.670528E+01     0.440195E-03
    0.670555E+01     0.440303E-03
    0.670582E+01     0.440456E-03
    0.670609E+01     0.440567E-03
    0.670636E+01     0.440544E-03
    0.670664E+01     0.440540E-03
    0.670691E+01     0.440575E-03
    0.670718E+01     0.440627E-03
    0.670745E+01     0.440687E-03
    0.670772E+01     0.440751E-03
    0.670799E+01     0.440819E-03
    0.670826E+01     0.440893E-03
    0.670853E+01     0.440979E-03
    0.670881E+01     0.441092E-03
    0.670908E+01     0.441257E-03
    0.670935E+01     0.441361E-03
    0.670962E+01     0.441326E-03
    0.670989E+01     0.441321E-03
    0.671016E+01     0.441356E-03
    0.671043E+01     0.441408E-03
    0.671071E+01     0.441468E-03
    0.671098E+01     0.441532E-03
    0.671125E+01     0.441601E-03
    0.671152E+01     0.441676E-03
    0.671179E+01     0.441765E-03
    0.671206E+01     0.441887E-03
    0.671234E+01     0.442062E-03
    0.671261E+01     0.442152E-03
    0.671288E+01     0.442105E-03
    0.671315E+01     0.442101E-03
    0.671342E+01     0.442137E-03
    0.671369E+01     0.442190E-03
    0.671397E+01     0.442250E-03
    0.671424E+01     0.442315E-03
    0.671451E+01     0.442385E-03
    0.671478E+01     0.442462E-03
    0.671505E+01     0.442555E-03
    0.671533E+01     0.442687E-03
    0.671560E+01     0.442873E-03
    0.671587E+01     0.442935E-03
    0.671614E+01     0.442881E-03
    0.671641E+01     0.442881E-03
    0.671669E+01     0.442920E-03
    0.671696E+01     0.442973E-03
    0.671723E+01     0.443034E-03
    0.671750E+01     0.443100E-03
    0.671777E+01     0.443171E-03
    0.671805E+01     0.443251E-03
    0.671832E+01     0.443349E-03
    0.671859E+01     0.443494E-03
    0.671886E+01     0.443685E-03
    0.671913E+01     0.443710E-03
    0.671941E+01     0.443654E-03
    0.671968E+01     0.443662E-03
    0.671995E+01     0.443703E-03
    0.672022E+01     0.443759E-03
    0.672050E+01     0.443821E-03
    0.672077E+01     0.443888E-03
    0.672104E+01     0.443960E-03
    0.672131E+01     0.444043E-03
    0.672159E+01     0.444148E-03
    0.672186E+01     0.444310E-03
    0.672213E+01     0.444493E-03
    0.672240E+01     0.444476E-03
    0.672268E+01     0.444427E-03
    0.672295E+01     0.444443E-03
    0.672322E+01     0.444488E-03
    0.672349E+01     0.444545E-03
    0.672377E+01     0.444609E-03
