0.00000000 1.00000000
5.00250125 0.99805473
10.00500250 0.99638944
15.00750375 0.99490342
20.01000500 0.99354353
25.01250625 0.99227859
30.01500750 0.99108860
35.01750875 0.98995982
40.02001001 0.98888231
45.02251126 0.98784860
50.02501251 0.98685290
55.02751376 0.98589064
60.03001501 0.98495810
65.03251626 0.98405225
70.03501751 0.98317056
75.03751876 0.98231089
80.04002001 0.98147143
85.04252126 0.98065062
90.04502251 0.97984710
95.04752376 0.97905968
100.05002501 0.97828731
105.05252626 0.97752907
110.05502751 0.97678413
115.05752876 0.97605174
120.06003002 0.97533122
125.06253127 0.97462197
130.06503252 0.97392343
135.06753377 0.97323508
140.07003502 0.97255647
145.07253627 0.97188715
150.07503752 0.97122673
155.07753877 0.97057484
160.08004002 0.96993113
165.08254127 0.96929529
170.08504252 0.96866701
175.08754377 0.96804602
180.09004502 0.96743205
185.09254627 0.96682485
190.09504752 0.96622420
195.09754877 0.96562987
200.10005003 0.96504166
205.10255128 0.96445938
210.10505253 0.96388283
215.10755378 0.96331184
220.11005503 0.96274625
225.11255628 0.96218590
230.11505753 0.96163065
235.11755878 0.96108033
240.12006003 0.96053483
245.12256128 0.95999401
250.12506253 0.95945774
255.12756378 0.95892591
260.13006503 0.95839841
265.13256628 0.95787512
270.13506753 0.95735595
275.13756878 0.95684079
280.14007004 0.95632954
285.14257129 0.95582213
290.14507254 0.95531845
295.14757379 0.95481843
300.15007504 0.95432198
305.15257629 0.95382902
310.15507754 0.95333948
315.15757879 0.95285329
320.16008004 0.95237037
325.16258129 0.95189066
330.16508254 0.95141410
335.16758379 0.95094062
340.17008504 0.95047015
345.17258629 0.95000265
350.17508754 0.94953805
355.17758879 0.94907630
360.18009005 0.94861734
365.18259130 0.94816113
370.18509255 0.94770762
375.18759380 0.94725675
380.19009505 0.94680847
385.19259630 0.94636276
390.19509755 0.94591955
395.19759880 0.94547880
400.20010005 0.94504048
405.20260130 0.94460455
410.20510255 0.94417096
415.20760380 0.94373968
420.21010505 0.94331066
425.21260630 0.94288388
430.21510755 0.94245930
435.21760880 0.94203689
440.22011006 0.94161660
445.22261131 0.94119841
450.22511256 0.94078229
455.22761381 0.94036820
460.23011506 0.93995612
465.23261631 0.93954602
470.23511756 0.93913786
475.23761881 0.93873162
480.24012006 0.93832728
485.24262131 0.93792480
490.24512256 0.93752417
495.24762381 0.93712535
500.25012506 0.93672831
505.25262631 0.93633305
510.25512756 0.93593953
515.25762881 0.93554773
520.26013007 0.93515762
525.26263132 0.93476919
530.26513257 0.93438242
535.26763382 0.93399728
540.27013507 0.93361374
545.27263632 0.93323181
550.27513757 0.93285144
555.27763882 0.93247263
560.28014007 0.93209535
565.28264132 0.93171958
570.28514257 0.93134531
575.28764382 0.93097253
580.29014507 0.93060120
585.29264632 0.93023132
590.29514757 0.92986287
595.29764882 0.92949583
600.30015008 0.92913018
605.30265133 0.92876592
610.30515258 0.92840301
615.30765383 0.92804146
620.31015508 0.92768125
625.31265633 0.92732235
630.31515758 0.92696476
635.31765883 0.92660846
640.32016008 0.92625344
645.32266133 0.92589968
650.32516258 0.92554717
655.32766383 0.92519590
660.33016508 0.92484585
665.33266633 0.92449702
670.33516758 0.92414939
675.33766883 0.92380294
680.34017009 0.92345767
685.34267134 0.92311357
690.34517259 0.92277061
695.34767384 0.92242880
700.35017509 0.92208812
705.35267634 0.92174855
710.35517759 0.92141010
715.35767884 0.92107274
720.36018009 0.92073647
725.36268134 0.92040127
730.36518259 0.92006714
735.36768384 0.91973407
740.37018509 0.91940204
745.37268634 0.91907106
750.37518759 0.91874109
755.37768884 0.91841215
760.38019010 0.91808422
765.38269135 0.91775728
770.38519260 0.91743134
775.38769385 0.91710638
780.39019510 0.91678239
785.39269635 0.91645937
790.39519760 0.91613730
795.39769885 0.91581619
800.40020010 0.91549601
805.40270135 0.91517676
810.40520260 0.91485844
815.40770385 0.91454104
820.41020510 0.91422454
825.41270635 0.91390895
830.41520760 0.91359425
835.41770885 0.91328043
840.42021011 0.91296750
845.42271136 0.91265544
850.42521261 0.91234424
855.42771386 0.91203390
860.43021511 0.91172441
865.43271636 0.91141576
870.43521761 0.91110795
875.43771886 0.91080098
880.44022011 0.91049482
885.44272136 0.91018949
890.44522261 0.90988497
895.44772386 0.90958125
900.45022511 0.90927833
905.45272636 0.90897621
910.45522761 0.90867487
915.45772886 0.90837431
920.46023012 0.90807453
925.46273137 0.90777552
930.46523262 0.90747727
935.46773387 0.90717978
940.47023512 0.90688304
945.47273637 0.90658705
950.47523762 0.90629181
955.47773887 0.90599729
960.48024012 0.90570351
965.48274137 0.90541046
970.48524262 0.90511813
975.48774387 0.90482651
980.49024512 0.90453560
985.49274637 0.90424540
990.49524762 0.90395589
995.49774887 0.90366709
1000.50025013 0.90337897
1005.50275138 0.90309155
1010.50525263 0.90280480
1015.50775388 0.90251873
1020.51025513 0.90223333
1025.51275638 0.90194860
1030.51525763 0.90166453
1035.51775888 0.90138112
1040.52026013 0.90109837
1045.52276138 0.90081627
1050.52526263 0.90053481
1055.52776388 0.90025399
1060.53026513 0.89997381
1065.53276638 0.89969427
1070.53526763 0.89941535
1075.53776888 0.89913706
1080.54027014 0.89885939
1085.54277139 0.89858234
1090.54527264 0.89830590
1095.54777389 0.89803007
1100.55027514 0.89775484
1105.55277639 0.89748022
1110.55527764 0.89720619
1115.55777889 0.89693276
1120.56028014 0.89665992
1125.56278139 0.89638767
1130.56528264 0.89611600
1135.56778389 0.89584491
1140.57028514 0.89557439
1145.57278639 0.89530445
1150.57528764 0.89503508
1155.57778889 0.89476627
1160.58029015 0.89449803
1165.58279140 0.89423034
1170.58529265 0.89396322
1175.58779390 0.89369664
1180.59029515 0.89343061
1185.59279640 0.89316513
1190.59529765 0.89290019
1195.59779890 0.89263580
1200.60030015 0.89237194
1205.60280140 0.89210861
1210.60530265 0.89184581
1215.60780390 0.89158354
1220.61030515 0.89132180
1225.61280640 0.89106057
1230.61530765 0.89079987
1235.61780890 0.89053968
1240.62031016 0.89028000
1245.62281141 0.89002083
1250.62531266 0.88976217
1255.62781391 0.88950402
1260.63031516 0.88924636
1265.63281641 0.88898921
1270.63531766 0.88873255
1275.63781891 0.88847638
1280.64032016 0.88822071
1285.64282141 0.88796552
1290.64532266 0.88771082
1295.64782391 0.88745660
1300.65032516 0.88720286
1305.65282641 0.88694960
1310.65532766 0.88669681
1315.65782891 0.88644450
1320.66033017 0.88619265
1325.66283142 0.88594128
1330.66533267 0.88569036
1335.66783392 0.88543992
1340.67033517 0.88518993
1345.67283642 0.88494040
1350.67533767 0.88469132
1355.67783892 0.88444270
1360.68034017 0.88419453
1365.68284142 0.88394681
1370.68534267 0.88369953
1375.68784392 0.88345270
1380.69034517 0.88320631
1385.69284642 0.88296036
1390.69534767 0.88271484
1395.69784892 0.88246977
1400.70035018 0.88222512
1405.70285143 0.88198091
1410.70535268 0.88173712
1415.70785393 0.88149376
1420.71035518 0.88125083
1425.71285643 0.88100832
1430.71535768 0.88076622
1435.71785893 0.88052455
1440.72036018 0.88028329
1445.72286143 0.88004245
1450.72536268 0.87980202
1455.72786393 0.87956200
1460.73036518 0.87932239
1465.73286643 0.87908319
1470.73536768 0.87884439
1475.73786893 0.87860599
1480.74037019 0.87836799
1485.74287144 0.87813039
1490.74537269 0.87789319
1495.74787394 0.87765639
1500.75037519 0.87741997
1505.75287644 0.87718395
1510.75537769 0.87694832
1515.75787894 0.87671308
1520.76038019 0.87647822
1525.76288144 0.87624375
1530.76538269 0.87600965
1535.76788394 0.87577594
1540.77038519 0.87554261
1545.77288644 0.87530966
1550.77538769 0.87507708
1555.77788894 0.87484488
1560.78039020 0.87461305
1565.78289145 0.87438158
1570.78539270 0.87415049
1575.78789395 0.87391977
1580.79039520 0.87368941
1585.79289645 0.87345941
1590.79539770 0.87322978
1595.79789895 0.87300051
1600.80040020 0.87277159
1605.80290145 0.87254304
1610.80540270 0.87231484
1615.80790395 0.87208700
1620.81040520 0.87185950
1625.81290645 0.87163237
1630.81540770 0.87140558
1635.81790895 0.87117914
1640.82041021 0.87095304
1645.82291146 0.87072729
1650.82541271 0.87050189
1655.82791396 0.87027683
1660.83041521 0.87005211
1665.83291646 0.86982773
1670.83541771 0.86960369
1675.83791896 0.86937998
1680.84042021 0.86915661
1685.84292146 0.86893358
1690.84542271 0.86871087
1695.84792396 0.86848850
1700.85042521 0.86826646
1705.85292646 0.86804475
1710.85542771 0.86782336
1715.85792896 0.86760230
1720.86043022 0.86738157
1725.86293147 0.86716116
1730.86543272 0.86694107
1735.86793397 0.86672130
1740.87043522 0.86650185
1745.87293647 0.86628272
1750.87543772 0.86606390
1755.87793897 0.86584541
1760.88044022 0.86562722
1765.88294147 0.86540935
1770.88544272 0.86519179
1775.88794397 0.86497454
1780.89044522 0.86475760
1785.89294647 0.86454097
1790.89544772 0.86432465
1795.89794897 0.86410863
1800.90045023 0.86389291
1805.90295148 0.86367750
1810.90545273 0.86346239
1815.90795398 0.86324759
1820.91045523 0.86303308
1825.91295648 0.86281887
1830.91545773 0.86260496
1835.91795898 0.86239134
1840.92046023 0.86217802
1845.92296148 0.86196499
1850.92546273 0.86175226
1855.92796398 0.86153982
1860.93046523 0.86132767
1865.93296648 0.86111581
1870.93546773 0.86090424
1875.93796898 0.86069295
1880.94047024 0.86048195
1885.94297149 0.86027124
1890.94547274 0.86006081
1895.94797399 0.85985067
1900.95047524 0.85964080
1905.95297649 0.85943122
1910.95547774 0.85922192
1915.95797899 0.85901290
1920.96048024 0.85880415
1925.96298149 0.85859568
1930.96548274 0.85838749
1935.96798399 0.85817958
1940.97048524 0.85797193
1945.97298649 0.85776456
1950.97548774 0.85755747
1955.97798899 0.85735064
1960.98049025 0.85714408
1965.98299150 0.85693779
1970.98549275 0.85673177
1975.98799400 0.85652602
1980.99049525 0.85632054
1985.99299650 0.85611531
1990.99549775 0.85591036
1995.99799900 0.85570566
2001.00050025 0.85550123
2006.00300150 0.85529706
2011.00550275 0.85509316
2016.00800400 0.85488951
2021.01050525 0.85468612
2026.01300650 0.85448298
2031.01550775 0.85428011
2036.01800900 0.85407749
2041.02051026 0.85387513
2046.02301151 0.85367302
2051.02551276 0.85347116
2056.02801401 0.85326955
2061.03051526 0.85306820
2066.03301651 0.85286710
2071.03551776 0.85266625
2076.03801901 0.85246565
2081.04052026 0.85226529
2086.04302151 0.85206519
2091.04552276 0.85186533
2096.04802401 0.85166571
2101.05052526 0.85146634
2106.05302651 0.85126722
2111.05552776 0.85106834
2116.05802901 0.85086970
2121.06053027 0.85067130
2126.06303152 0.85047314
2131.06553277 0.85027522
2136.06803402 0.85007755
2141.07053527 0.84988011
2146.07303652 0.84968290
2151.07553777 0.84948594
2156.07803902 0.84928921
2161.08054027 0.84909272
2166.08304152 0.84889646
2171.08554277 0.84870043
2176.08804402 0.84850464
2181.09054527 0.84830908
2186.09304652 0.84811375
2191.09554777 0.84791865
2196.09804902 0.84772379
2201.10055028 0.84752915
2206.10305153 0.84733474
2211.10555278 0.84714056
2216.10805403 0.84694660
2221.11055528 0.84675287
2226.11305653 0.84655937
2231.11555778 0.84636609
2236.11805903 0.84617304
2241.12056028 0.84598020
2246.12306153 0.84578760
2251.12556278 0.84559521
2256.12806403 0.84540305
2261.13056528 0.84521110
2266.13306653 0.84501938
2271.13556778 0.84482787
2276.13806903 0.84463659
2281.14057029 0.84444552
2286.14307154 0.84425467
2291.14557279 0.84406403
2296.14807404 0.84387361
2301.15057529 0.84368341
2306.15307654 0.84349342
2311.15557779 0.84330364
2316.15807904 0.84311408
2321.16058029 0.84292473
2326.16308154 0.84273559
2331.16558279 0.84254667
2336.16808404 0.84235795
2341.17058529 0.84216945
2346.17308654 0.84198115
2351.17558779 0.84179306
2356.17808904 0.84160518
2361.18059030 0.84141751
2366.18309155 0.84123004
2371.18559280 0.84104278
2376.18809405 0.84085573
2381.19059530 0.84066888
2386.19309655 0.84048224
2391.19559780 0.84029580
